timedelta,dst
1538 days 15:00:00,-3.0
1538 days 16:00:00,-3.0
1541 days 07:00:00,0.0
1541 days 08:00:00,-1.0
1543 days 23:00:00,-14.0
1544 days 00:00:00,-13.0
1546 days 15:00:00,-5.0
1546 days 16:00:00,-3.0
1549 days 07:00:00,-10.0
1549 days 08:00:00,-7.0
1551 days 23:00:00,-4.0
1552 days 00:00:00,-4.0
1554 days 15:00:00,6.0
1554 days 16:00:00,7.0
1557 days 07:00:00,2.0
1557 days 08:00:00,3.0
1559 days 23:00:00,1.0
1560 days 00:00:00,3.0
1562 days 15:00:00,-13.0
1562 days 16:00:00,-12.0
1565 days 07:00:00,-10.0
1565 days 08:00:00,-12.0
1567 days 23:00:00,4.0
1568 days 00:00:00,6.0
1570 days 15:00:00,-16.0
1570 days 16:00:00,-13.0
1573 days 07:00:00,-8.0
1573 days 08:00:00,-11.0
1575 days 23:00:00,8.0
1576 days 00:00:00,7.0
1578 days 15:00:00,1.0
1578 days 16:00:00,3.0
1581 days 07:00:00,0.0
1581 days 08:00:00,0.0
1583 days 23:00:00,2.0
1584 days 00:00:00,4.0
1586 days 15:00:00,9.0
1586 days 16:00:00,19.0
1589 days 07:00:00,-8.0
1589 days 08:00:00,-6.0
1591 days 23:00:00,-10.0
1592 days 00:00:00,-9.0
1594 days 15:00:00,-2.0
1594 days 16:00:00,0.0
1597 days 07:00:00,6.0
1597 days 08:00:00,5.0
1599 days 23:00:00,-21.0
1600 days 00:00:00,-19.0
1602 days 15:00:00,0.0
1602 days 16:00:00,-1.0
1605 days 07:00:00,-8.0
1605 days 08:00:00,-7.0
1607 days 23:00:00,1.0
1608 days 00:00:00,5.0
1610 days 15:00:00,8.0
1610 days 16:00:00,6.0
1613 days 07:00:00,4.0
1613 days 08:00:00,3.0
1615 days 23:00:00,-13.0
1616 days 00:00:00,-12.0
1618 days 15:00:00,-9.0
1618 days 16:00:00,-8.0
1621 days 07:00:00,-2.0
1621 days 08:00:00,-2.0
1623 days 23:00:00,8.0
1624 days 00:00:00,9.0
1626 days 15:00:00,-19.0
1626 days 16:00:00,-19.0
1629 days 07:00:00,-20.0
1629 days 08:00:00,-20.0
1631 days 23:00:00,3.0
1632 days 00:00:00,2.0
1634 days 15:00:00,-5.0
1634 days 16:00:00,-5.0
1637 days 07:00:00,-3.0
1637 days 08:00:00,-3.0
1639 days 23:00:00,-5.0
1640 days 00:00:00,-7.0
1642 days 15:00:00,-11.0
1642 days 16:00:00,-16.0
1645 days 07:00:00,-5.0
1645 days 08:00:00,-8.0
1647 days 23:00:00,-11.0
1648 days 00:00:00,-9.0
1650 days 15:00:00,7.0
1650 days 16:00:00,8.0
1653 days 07:00:00,-21.0
1653 days 08:00:00,-21.0
1655 days 23:00:00,-12.0
1656 days 00:00:00,-11.0
1658 days 15:00:00,0.0
1658 days 16:00:00,2.0
1661 days 07:00:00,-9.0
1661 days 08:00:00,-10.0
1663 days 23:00:00,-6.0
1664 days 00:00:00,-5.0
1666 days 15:00:00,5.0
1666 days 16:00:00,2.0
1669 days 07:00:00,17.0
1669 days 08:00:00,25.0
1671 days 23:00:00,-5.0
1672 days 00:00:00,-5.0
1674 days 15:00:00,0.0
1674 days 16:00:00,-2.0
1677 days 07:00:00,4.0
1677 days 08:00:00,6.0
1679 days 23:00:00,-14.0
1680 days 00:00:00,-15.0
1682 days 15:00:00,-8.0
1682 days 16:00:00,-7.0
1685 days 07:00:00,1.0
1685 days 08:00:00,0.0
1687 days 23:00:00,3.0
1688 days 00:00:00,3.0
1690 days 15:00:00,9.0
1690 days 16:00:00,8.0
1693 days 07:00:00,-5.0
1693 days 08:00:00,-4.0
1695 days 23:00:00,2.0
1696 days 00:00:00,0.0
1698 days 15:00:00,-3.0
1698 days 16:00:00,-3.0
1701 days 07:00:00,5.0
1701 days 08:00:00,5.0
1703 days 23:00:00,4.0
1704 days 00:00:00,7.0
1706 days 15:00:00,-13.0
1706 days 16:00:00,-15.0
1709 days 07:00:00,-8.0
1709 days 08:00:00,-7.0
1711 days 23:00:00,-7.0
1712 days 00:00:00,-8.0
1714 days 15:00:00,-4.0
1714 days 16:00:00,1.0
1717 days 07:00:00,-3.0
1717 days 08:00:00,-3.0
1719 days 23:00:00,-19.0
1720 days 00:00:00,-18.0
1722 days 15:00:00,-11.0
1722 days 16:00:00,-11.0
1725 days 07:00:00,-5.0
1725 days 08:00:00,-3.0
1727 days 23:00:00,2.0
1728 days 00:00:00,-1.0
1730 days 15:00:00,6.0
1730 days 16:00:00,7.0
1733 days 07:00:00,-11.0
1733 days 08:00:00,-10.0
1735 days 23:00:00,8.0
1736 days 00:00:00,10.0
1738 days 15:00:00,-5.0
1738 days 16:00:00,-3.0
1741 days 07:00:00,-22.0
1741 days 08:00:00,-19.0
1743 days 23:00:00,1.0
1744 days 00:00:00,1.0
1746 days 15:00:00,7.0
1746 days 16:00:00,6.0
1749 days 07:00:00,1.0
1749 days 08:00:00,2.0
1751 days 23:00:00,-22.0
1752 days 00:00:00,-23.0
1754 days 15:00:00,-9.0
1754 days 16:00:00,-10.0
1757 days 07:00:00,1.0
1757 days 08:00:00,0.0
1759 days 23:00:00,-7.0
1760 days 00:00:00,-12.0
1762 days 15:00:00,-6.0
1762 days 16:00:00,-5.0
1765 days 07:00:00,-3.0
1765 days 08:00:00,-3.0
1767 days 23:00:00,1.0
1768 days 00:00:00,-3.0
1770 days 15:00:00,-2.0
1770 days 16:00:00,-1.0
1773 days 07:00:00,-9.0
1773 days 08:00:00,-8.0
1775 days 23:00:00,-2.0
1776 days 00:00:00,-3.0
1778 days 15:00:00,-12.0
1778 days 16:00:00,-14.0
1781 days 07:00:00,-5.0
1781 days 08:00:00,-7.0
1783 days 23:00:00,-3.0
1784 days 00:00:00,-7.0
1786 days 15:00:00,-4.0
1786 days 16:00:00,-6.0
1789 days 07:00:00,-15.0
1789 days 08:00:00,-13.0
1791 days 23:00:00,-11.0
1792 days 00:00:00,-12.0
1794 days 15:00:00,-1.0
1794 days 16:00:00,-2.0
1797 days 07:00:00,-1.0
1797 days 08:00:00,0.0
1799 days 23:00:00,7.0
1800 days 00:00:00,4.0
1802 days 15:00:00,7.0
1802 days 16:00:00,5.0
1805 days 07:00:00,-6.0
1805 days 08:00:00,-10.0
1807 days 23:00:00,-15.0
1808 days 00:00:00,-18.0
1810 days 15:00:00,-1.0
1810 days 16:00:00,-3.0
1813 days 07:00:00,-21.0
1813 days 08:00:00,-17.0
1815 days 23:00:00,-2.0
1816 days 00:00:00,-4.0
1818 days 15:00:00,-1.0
1818 days 16:00:00,-1.0
1821 days 07:00:00,-1.0
1821 days 08:00:00,-2.0
1823 days 23:00:00,7.0
1824 days 00:00:00,8.0
1826 days 15:00:00,-4.0
1826 days 16:00:00,-3.0
1829 days 07:00:00,2.0
1829 days 08:00:00,0.0
1831 days 23:00:00,-3.0
1832 days 00:00:00,-5.0
1834 days 15:00:00,-14.0
1834 days 16:00:00,-15.0
1837 days 07:00:00,-7.0
1837 days 08:00:00,-7.0
1839 days 23:00:00,-10.0
1840 days 00:00:00,-8.0
1842 days 15:00:00,-2.0
1842 days 16:00:00,-3.0
1845 days 07:00:00,9.0
1845 days 08:00:00,9.0
1847 days 23:00:00,1.0
1848 days 00:00:00,1.0
1850 days 15:00:00,5.0
1850 days 16:00:00,4.0
1853 days 07:00:00,13.0
1853 days 08:00:00,8.0
1855 days 23:00:00,8.0
1856 days 00:00:00,6.0
1858 days 15:00:00,0.0
1858 days 16:00:00,2.0
1861 days 07:00:00,-12.0
1861 days 08:00:00,-14.0
1863 days 23:00:00,-3.0
1864 days 00:00:00,-2.0
1866 days 15:00:00,5.0
1866 days 16:00:00,4.0
1869 days 07:00:00,9.0
1869 days 08:00:00,10.0
1871 days 23:00:00,5.0
1872 days 00:00:00,3.0
1874 days 15:00:00,3.0
1874 days 16:00:00,4.0
1877 days 07:00:00,10.0
1877 days 08:00:00,10.0
1879 days 23:00:00,21.0
1880 days 00:00:00,18.0
1882 days 15:00:00,-2.0
1882 days 16:00:00,-4.0
1885 days 07:00:00,-18.0
1885 days 08:00:00,-19.0
1887 days 23:00:00,-12.0
1888 days 00:00:00,-9.0
1890 days 15:00:00,-5.0
1890 days 16:00:00,-3.0
1893 days 07:00:00,3.0
1893 days 08:00:00,4.0
1895 days 23:00:00,5.0
1896 days 00:00:00,9.0
1898 days 15:00:00,1.0
1898 days 16:00:00,2.0
1901 days 07:00:00,-5.0
1901 days 08:00:00,-3.0
1903 days 23:00:00,0.0
1904 days 00:00:00,0.0
1906 days 15:00:00,-17.0
1906 days 16:00:00,-22.0
1909 days 07:00:00,-33.0
1909 days 08:00:00,-32.0
1911 days 23:00:00,-14.0
1912 days 00:00:00,-17.0
1914 days 15:00:00,-14.0
1914 days 16:00:00,-15.0
1917 days 07:00:00,-7.0
1917 days 08:00:00,-11.0
1919 days 23:00:00,-1.0
1920 days 00:00:00,0.0
1922 days 15:00:00,3.0
1922 days 16:00:00,2.0
1925 days 07:00:00,-11.0
1925 days 08:00:00,-10.0
1927 days 23:00:00,4.0
1928 days 00:00:00,4.0
1930 days 15:00:00,-6.0
1930 days 16:00:00,-6.0
1933 days 07:00:00,2.0
1933 days 08:00:00,2.0
1935 days 23:00:00,0.0
1936 days 00:00:00,3.0
1938 days 15:00:00,-16.0
1938 days 16:00:00,-15.0
1941 days 07:00:00,-6.0
1941 days 08:00:00,-5.0
1943 days 23:00:00,-3.0
1944 days 00:00:00,-2.0
1946 days 15:00:00,-1.0
1946 days 16:00:00,0.0
1949 days 07:00:00,-3.0
1949 days 08:00:00,-4.0
1951 days 23:00:00,-3.0
1952 days 00:00:00,3.0
1954 days 15:00:00,6.0
1954 days 16:00:00,4.0
1957 days 07:00:00,3.0
1957 days 08:00:00,3.0
1959 days 23:00:00,-7.0
1960 days 00:00:00,-4.0
1962 days 15:00:00,8.0
1962 days 16:00:00,3.0
1965 days 07:00:00,-11.0
1965 days 08:00:00,-8.0
1967 days 23:00:00,4.0
1968 days 00:00:00,3.0
1970 days 15:00:00,-3.0
1970 days 16:00:00,-3.0
1973 days 07:00:00,6.0
1973 days 08:00:00,4.0
1975 days 23:00:00,1.0
1976 days 00:00:00,3.0
1978 days 15:00:00,5.0
1978 days 16:00:00,2.0
1981 days 07:00:00,1.0
1981 days 08:00:00,3.0
1983 days 23:00:00,7.0
1984 days 00:00:00,8.0
1986 days 15:00:00,10.0
1986 days 16:00:00,9.0
1989 days 07:00:00,7.0
1989 days 08:00:00,2.0
1991 days 23:00:00,-2.0
1992 days 00:00:00,-2.0
1994 days 15:00:00,3.0
1994 days 16:00:00,1.0
1997 days 07:00:00,8.0
1997 days 08:00:00,8.0
1999 days 23:00:00,10.0
2000 days 00:00:00,12.0
2002 days 15:00:00,-1.0
2002 days 16:00:00,5.0
2005 days 07:00:00,-7.0
2005 days 08:00:00,-9.0
2007 days 23:00:00,-2.0
2008 days 00:00:00,-5.0
2010 days 15:00:00,-2.0
2010 days 16:00:00,-4.0
2013 days 07:00:00,-1.0
2013 days 08:00:00,-4.0
2015 days 23:00:00,4.0
2016 days 00:00:00,5.0
2018 days 15:00:00,-11.0
2018 days 16:00:00,-11.0
2021 days 07:00:00,-5.0
2021 days 08:00:00,-6.0
2023 days 23:00:00,-17.0
2024 days 00:00:00,-16.0
2026 days 15:00:00,-5.0
2026 days 16:00:00,-5.0
2029 days 07:00:00,1.0
2029 days 08:00:00,0.0
2031 days 23:00:00,-2.0
2032 days 00:00:00,1.0
2034 days 15:00:00,-15.0
2034 days 16:00:00,-16.0
2037 days 07:00:00,-4.0
2037 days 08:00:00,-4.0
2039 days 23:00:00,0.0
2040 days 00:00:00,2.0
2042 days 15:00:00,4.0
2042 days 16:00:00,4.0
2045 days 07:00:00,-4.0
2045 days 08:00:00,-10.0
2047 days 23:00:00,-2.0
2048 days 00:00:00,-2.0
2050 days 15:00:00,7.0
2050 days 16:00:00,5.0
2053 days 07:00:00,-10.0
2053 days 08:00:00,-12.0
2055 days 23:00:00,9.0
2056 days 00:00:00,8.0
2058 days 15:00:00,1.0
2058 days 16:00:00,0.0
2061 days 07:00:00,0.0
2061 days 08:00:00,4.0
2063 days 23:00:00,1.0
2064 days 00:00:00,-1.0
2066 days 15:00:00,-4.0
2066 days 16:00:00,-5.0
2069 days 07:00:00,6.0
2069 days 08:00:00,6.0
2071 days 23:00:00,11.0
2072 days 00:00:00,8.0
2074 days 15:00:00,-4.0
2074 days 16:00:00,-7.0
2077 days 07:00:00,0.0
2077 days 08:00:00,3.0
2079 days 23:00:00,6.0
2080 days 00:00:00,6.0
2082 days 15:00:00,-3.0
2082 days 16:00:00,-3.0
2085 days 07:00:00,0.0
2085 days 08:00:00,0.0
2087 days 23:00:00,5.0
2088 days 00:00:00,1.0
2090 days 15:00:00,9.0
2090 days 16:00:00,7.0
2093 days 07:00:00,-22.0
2093 days 08:00:00,-22.0
2095 days 23:00:00,-13.0
2096 days 00:00:00,-15.0
2098 days 15:00:00,-2.0
2098 days 16:00:00,-5.0
2101 days 07:00:00,-10.0
2101 days 08:00:00,-9.0
2103 days 23:00:00,-8.0
2104 days 00:00:00,-6.0
2106 days 15:00:00,-6.0
2106 days 16:00:00,-4.0
2109 days 07:00:00,-13.0
2109 days 08:00:00,-9.0
2111 days 23:00:00,-2.0
2112 days 00:00:00,2.0
2114 days 15:00:00,-9.0
2114 days 16:00:00,-11.0
2117 days 07:00:00,-46.0
2117 days 08:00:00,-42.0
2119 days 23:00:00,-13.0
2120 days 00:00:00,-11.0
2122 days 15:00:00,3.0
2122 days 16:00:00,5.0
2125 days 07:00:00,-7.0
2125 days 08:00:00,-7.0
2127 days 23:00:00,-2.0
2128 days 00:00:00,-2.0
2130 days 15:00:00,-3.0
2130 days 16:00:00,0.0
2133 days 07:00:00,-17.0
2133 days 08:00:00,-14.0
2135 days 23:00:00,-2.0
2136 days 00:00:00,-5.0
2138 days 15:00:00,0.0
2138 days 16:00:00,0.0
2141 days 07:00:00,-15.0
2141 days 08:00:00,-13.0
2143 days 23:00:00,-7.0
2144 days 00:00:00,-4.0
2146 days 15:00:00,-3.0
2146 days 16:00:00,0.0
2149 days 07:00:00,-8.0
2149 days 08:00:00,-11.0
2151 days 23:00:00,2.0
2152 days 00:00:00,3.0
2154 days 15:00:00,14.0
2154 days 16:00:00,20.0
2157 days 07:00:00,-20.0
2157 days 08:00:00,-13.0
2159 days 23:00:00,-11.0
2160 days 00:00:00,-10.0
2162 days 15:00:00,-12.0
2162 days 16:00:00,-8.0
2165 days 07:00:00,-19.0
2165 days 08:00:00,-7.0
2167 days 23:00:00,-44.0
2168 days 00:00:00,-37.0
2170 days 15:00:00,-20.0
2170 days 16:00:00,-20.0
2173 days 07:00:00,-28.0
2173 days 08:00:00,-27.0
2175 days 23:00:00,-16.0
2176 days 00:00:00,-15.0
2178 days 15:00:00,-7.0
2178 days 16:00:00,-6.0
2181 days 07:00:00,-11.0
2181 days 08:00:00,-11.0
2183 days 23:00:00,-26.0
2184 days 00:00:00,-31.0
2186 days 15:00:00,1.0
2186 days 16:00:00,3.0
2189 days 07:00:00,-6.0
2189 days 08:00:00,-6.0
2191 days 23:00:00,-4.0
2192 days 00:00:00,-4.0
2194 days 15:00:00,-33.0
2194 days 16:00:00,-31.0
2197 days 07:00:00,-19.0
2197 days 08:00:00,-20.0
2199 days 23:00:00,-11.0
2200 days 00:00:00,-13.0
2202 days 15:00:00,-10.0
2202 days 16:00:00,-10.0
2205 days 07:00:00,-13.0
2205 days 08:00:00,-13.0
2207 days 23:00:00,-7.0
2208 days 00:00:00,-6.0
2210 days 15:00:00,-5.0
2210 days 16:00:00,-7.0
2213 days 07:00:00,-2.0
2213 days 08:00:00,-4.0
2215 days 23:00:00,2.0
2216 days 00:00:00,2.0
2218 days 15:00:00,13.0
2218 days 16:00:00,17.0
2221 days 07:00:00,-36.0
2221 days 08:00:00,-39.0
2223 days 23:00:00,-20.0
2224 days 00:00:00,-22.0
2226 days 15:00:00,-6.0
2226 days 16:00:00,-4.0
2229 days 07:00:00,-11.0
2229 days 08:00:00,-9.0
2231 days 23:00:00,-8.0
2232 days 00:00:00,-10.0
2234 days 15:00:00,6.0
2234 days 16:00:00,4.0
2237 days 07:00:00,-19.0
2237 days 08:00:00,-14.0
2239 days 23:00:00,-5.0
2240 days 00:00:00,-5.0
2242 days 15:00:00,-6.0
2242 days 16:00:00,-3.0
2245 days 07:00:00,10.0
2245 days 08:00:00,9.0
2247 days 23:00:00,-10.0
2248 days 00:00:00,-8.0
2250 days 15:00:00,-14.0
2250 days 16:00:00,-14.0
2253 days 07:00:00,-19.0
2253 days 08:00:00,-18.0
2255 days 23:00:00,-9.0
2256 days 00:00:00,-12.0
2258 days 15:00:00,-8.0
2258 days 16:00:00,-8.0
2261 days 07:00:00,-12.0
2261 days 08:00:00,-11.0
2263 days 23:00:00,-10.0
2264 days 00:00:00,-13.0
2266 days 15:00:00,-14.0
2266 days 16:00:00,-14.0
2269 days 07:00:00,-5.0
2269 days 08:00:00,-3.0
2271 days 23:00:00,5.0
2272 days 00:00:00,4.0
2274 days 15:00:00,1.0
2274 days 16:00:00,0.0
2277 days 07:00:00,-8.0
2277 days 08:00:00,-3.0
2279 days 23:00:00,-10.0
2280 days 00:00:00,-4.0
2282 days 15:00:00,-9.0
2282 days 16:00:00,-11.0
2285 days 07:00:00,-14.0
2285 days 08:00:00,-14.0
2287 days 23:00:00,-30.0
2288 days 00:00:00,-27.0
2290 days 15:00:00,-17.0
2290 days 16:00:00,-16.0
2293 days 07:00:00,-28.0
2293 days 08:00:00,-25.0
2295 days 23:00:00,-7.0
2296 days 00:00:00,-10.0
2298 days 15:00:00,-10.0
2298 days 16:00:00,-12.0
2301 days 07:00:00,-10.0
2301 days 08:00:00,-10.0
2303 days 23:00:00,-2.0
2304 days 00:00:00,3.0
2306 days 15:00:00,-22.0
2306 days 16:00:00,-20.0
2309 days 07:00:00,-25.0
2309 days 08:00:00,-22.0
2311 days 23:00:00,-9.0
2312 days 00:00:00,-10.0
2314 days 15:00:00,3.0
2314 days 16:00:00,8.0
2317 days 07:00:00,-5.0
2317 days 08:00:00,-6.0
2319 days 23:00:00,-8.0
2320 days 00:00:00,-8.0
2322 days 15:00:00,-11.0
2322 days 16:00:00,-9.0
2325 days 07:00:00,-4.0
2325 days 08:00:00,-3.0
2327 days 23:00:00,-25.0
2328 days 00:00:00,-25.0
2330 days 15:00:00,-16.0
2330 days 16:00:00,-16.0
2333 days 07:00:00,-5.0
2333 days 08:00:00,-5.0
2335 days 23:00:00,5.0
2336 days 00:00:00,3.0
2338 days 15:00:00,2.0
2338 days 16:00:00,-2.0
2341 days 07:00:00,-8.0
2341 days 08:00:00,-24.0
2343 days 23:00:00,-4.0
2344 days 00:00:00,-3.0
2346 days 15:00:00,-4.0
2346 days 16:00:00,-5.0
2349 days 07:00:00,-9.0
2349 days 08:00:00,-17.0
2351 days 23:00:00,-7.0
2352 days 00:00:00,-7.0
2354 days 15:00:00,-55.0
2354 days 16:00:00,-65.0
2357 days 07:00:00,-5.0
2357 days 08:00:00,-6.0
2359 days 23:00:00,-21.0
2360 days 00:00:00,-19.0
2362 days 15:00:00,-2.0
2362 days 16:00:00,-3.0
2365 days 07:00:00,-6.0
2365 days 08:00:00,-5.0
2367 days 23:00:00,-23.0
2368 days 00:00:00,-22.0
2370 days 15:00:00,-12.0
2370 days 16:00:00,-14.0
2373 days 07:00:00,-6.0
2373 days 08:00:00,-8.0
2375 days 23:00:00,-4.0
2376 days 00:00:00,-2.0
2378 days 15:00:00,0.0
2378 days 16:00:00,0.0
2381 days 07:00:00,4.0
2381 days 08:00:00,3.0
2383 days 23:00:00,-6.0
2384 days 00:00:00,-4.0
2386 days 15:00:00,-23.0
2386 days 16:00:00,-22.0
2389 days 07:00:00,-13.0
2389 days 08:00:00,-16.0
2391 days 23:00:00,-9.0
2392 days 00:00:00,-6.0
2394 days 15:00:00,-4.0
2394 days 16:00:00,-3.0
2397 days 07:00:00,-9.0
2397 days 08:00:00,-5.0
2399 days 23:00:00,-11.0
2400 days 00:00:00,-8.0
2402 days 15:00:00,-16.0
2402 days 16:00:00,-16.0
2405 days 07:00:00,-8.0
2405 days 08:00:00,-4.0
2407 days 23:00:00,4.0
2408 days 00:00:00,2.0
2410 days 15:00:00,8.0
2410 days 16:00:00,0.0
2413 days 07:00:00,-10.0
2413 days 08:00:00,-6.0
2415 days 23:00:00,2.0
2416 days 00:00:00,4.0
2418 days 15:00:00,-7.0
2418 days 16:00:00,-14.0
2421 days 07:00:00,-9.0
2421 days 08:00:00,-6.0
2423 days 23:00:00,4.0
2424 days 00:00:00,3.0
2426 days 15:00:00,-5.0
2426 days 16:00:00,-6.0
2429 days 07:00:00,0.0
2429 days 08:00:00,-3.0
2431 days 23:00:00,-14.0
2432 days 00:00:00,-11.0
2434 days 15:00:00,-10.0
2434 days 16:00:00,-14.0
2435 days 23:00:00,-14.0
